customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-10175,Male,1,Yes,No,70,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),50.65,3546.03,No
CUST-10176,Female,0,Yes,Yes,46,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),67.96,3116.06,No
CUST-10177,Male,0,Yes,No,10,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),76.69,770.12,No
CUST-10178,Female,1,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,21.88,1472.34,No
CUST-10179,Female,0,No,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.0,776.57,No
CUST-10180,Female,0,No,No,44,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,84.73,3712.53,Yes
CUST-10181,Male,0,Yes,No,4,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),55.19,210.5,No
CUST-10182,Male,0,No,No,13,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,81.18,1056.99,No
CUST-10183,Female,0,No,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.77,1409.11,No
CUST-10184,Male,0,No,Yes,34,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),70.75,2398.79,No
CUST-10185,Male,0,Yes,No,44,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,57.61,2538.21,No
CUST-10186,Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),86.46,6258.09,No
CUST-10187,Male,0,Yes,No,31,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),65.21,2024.35,No
CUST-10188,Male,0,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,76.17,2048.48,Yes
CUST-10189,Male,0,No,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,1021.49,No
CUST-10190,Female,0,Yes,Yes,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),22.58,133.09,No
CUST-10191,Female,1,Yes,No,33,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Electronic check,60.31,1991.76,No
CUST-10192,Female,0,No,No,62,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,No,Mailed check,63.7,3951.05,No
CUST-10193,Male,0,No,Yes,16,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,79.18,1239.45,No
CUST-10194,Female,0,Yes,Yes,22,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,71.7,1587.89,No
CUST-10195,Male,0,No,No,34,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),66.32,2243.12,No
CUST-10196,Male,0,Yes,No,5,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,53.43,296.58,No
CUST-10197,Male,0,Yes,No,5,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),44.56,232.09,No
CUST-10198,Male,1,No,Yes,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.76,358.18,No
CUST-10199,Female,0,No,No,65,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,67.06,4332.44,No
CUST-10200,Male,1,No,Yes,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.03,398.52,No
CUST-10201,Female,1,Yes,No,53,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,55.54,2939.34,No
CUST-10202,Male,0,Yes,No,31,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),43.46,1349.72,No
CUST-10203,Female,0,Yes,No,55,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,66.23,3603.25,No
CUST-10204,Male,0,Yes,No,24,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),56.52,1338.29,No
CUST-10205,Male,1,Yes,No,63,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),81.33,5113.87,No
CUST-10206,Female,0,Yes,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,496.0,No
CUST-10207,Female,0,Yes,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,21.89,1209.12,No
CUST-10208,Male,1,Yes,No,60,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,No,Mailed check,52.99,3207.03,No
CUST-10209,Female,0,Yes,No,31,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,No,Credit card (automatic),54.38,1710.62,No
CUST-10210,Male,0,No,No,48,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),48.26,2296.59,No
CUST-10211,Female,0,Yes,No,8,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),81.19,698.9,No
CUST-10212,Female,1,No,No,36,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Electronic check,61.16,2206.53,No
CUST-10213,Male,1,No,Yes,27,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,No,Mailed check,54.34,1465.0,Yes
CUST-10214,Female,0,No,Yes,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.0,1253.88,No
CUST-10215,Male,0,Yes,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.67,1753.92,No
CUST-10216,Male,0,Yes,No,57,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),78.14,4456.32,No
CUST-10217,Male,0,No,No,69,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Mailed check,45.42,3112.29,No
CUST-10218,Male,0,No,No,71,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),85.17,6038.33,No
CUST-10219,Female,0,Yes,No,56,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.27,2486.27,No
CUST-10220,Male,0,Yes,Yes,43,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check,81.62,3526.34,No
CUST-10221,Male,0,No,No,14,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,71.06,1023.63,No
CUST-10222,Female,0,Yes,Yes,59,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),61.6,3625.26,No
CUST-10223,Male,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.0,253.58,No
CUST-10224,Female,0,Yes,No,13,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),59.51,760.42,Yes
CUST-10225,Male,0,Yes,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),18.0,1173.88,No
CUST-10226,Female,0,No,Yes,8,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,57.94,457.29,No
CUST-10227,Female,1,Yes,Yes,10,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),77.01,758.34,No
CUST-10228,Female,0,No,No,37,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,55.71,2062.51,No
CUST-10229,Male,0,Yes,Yes,42,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,75.91,3154.76,No
CUST-10230,Male,1,Yes,No,3,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,56.73,181.01,Yes
CUST-10231,Female,0,No,No,27,No,No phone service,DSL,Yes,No,Yes,No,No,No,Two year,No,Credit card (automatic),51.22,1376.74,No
CUST-10232,Male,0,Yes,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),23.78,435.83,No
CUST-10233,Female,0,Yes,Yes,22,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,58.11,1266.06,Yes
CUST-10234,Male,1,No,No,13,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),92.27,1194.16,Yes
CUST-10235,Female,0,No,No,49,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),71.1,3504.24,Yes
CUST-10236,Female,1,No,No,34,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),75.45,2580.94,Yes
CUST-10237,Male,0,Yes,No,70,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,67.66,4756.92,No
CUST-10238,Male,0,Yes,Yes,0,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,68.0,0.0,Yes
CUST-10239,Female,0,No,No,56,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,51.49,2860.5,No
CUST-10240,Male,0,Yes,No,66,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),87.07,5799.98,No
CUST-10241,Female,0,Yes,No,35,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,66.5,2337.83,Yes
CUST-10242,Male,0,No,No,51,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),85.35,4357.36,No
CUST-10243,Female,1,Yes,No,32,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,77.74,2503.8,No
CUST-10244,Female,0,Yes,No,43,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),46.55,1975.59,No
CUST-10245,Male,0,Yes,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),22.36,1466.63,No
CUST-10246,Female,0,Yes,No,38,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,87.15,3290.84,Yes
CUST-10247,Male,0,No,No,42,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,65.99,2774.92,No
CUST-10248,Female,0,No,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,20.75,1466.44,No
CUST-10249,Male,0,Yes,No,36,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,51.21,1857.04,No
CUST-10250,Male,0,Yes,No,12,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,59.3,735.27,No
CUST-10251,Male,0,No,Yes,49,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Electronic check,41.96,2078.97,No
CUST-10252,Male,1,Yes,No,50,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Mailed check,77.19,3868.31,No
CUST-10253,Male,0,No,No,17,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,No,Mailed check,54.33,927.45,No
CUST-10254,Female,0,No,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,945.64,No
CUST-10255,Male,0,No,No,4,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,44.5,186.97,No
CUST-10256,Female,0,Yes,Yes,23,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,No,Electronic check,81.18,1864.94,No
CUST-10257,Male,1,No,Yes,62,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),79.59,4897.19,No
CUST-10258,Male,1,Yes,No,45,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,63.6,2849.67,No
CUST-10259,Female,1,No,No,44,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),74.15,3278.45,No
CUST-10260,Female,0,No,No,45,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),64.82,2894.39,No
CUST-10261,Male,0,No,No,12,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),71.53,835.45,No
CUST-10262,Male,0,No,Yes,70,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Electronic check,78.84,5514.81,No
CUST-10263,Female,0,No,Yes,21,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,87.45,1793.07,No
CUST-10264,Female,0,Yes,No,57,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),63.9,3656.89,Yes
CUST-10265,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Credit card (automatic),78.39,5656.9,No
CUST-10266,Male,1,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),66.86,1155.56,No
CUST-10267,Male,0,No,No,46,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,83.16,3829.78,Yes
CUST-10268,Female,0,Yes,No,3,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,48.71,129.07,No
CUST-10269,Female,0,No,No,46,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),77.71,3550.06,Yes
CUST-10270,Male,0,No,Yes,32,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,No,Electronic check,54.37,1750.86,No
CUST-10271,Male,0,Yes,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,104.31,No
CUST-10272,Male,0,Yes,Yes,49,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),43.79,2123.37,No
CUST-10273,Female,1,Yes,No,70,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,79.16,5516.19,No
CUST-10274,Male,0,Yes,No,6,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Electronic check,48.46,290.38,No
CUST-10275,Male,0,Yes,No,65,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,49.49,3219.58,No
CUST-10276,Male,0,Yes,Yes,61,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,56.79,3482.89,No
CUST-10277,Female,0,Yes,No,39,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,68.21,2673.44,Yes
CUST-10278,Male,0,Yes,Yes,65,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),41.37,2687.45,No
CUST-10279,Male,0,No,No,22,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,58.36,1304.63,No
CUST-10280,Male,0,Yes,No,52,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,70.84,3676.69,No
CUST-10281,Male,0,No,Yes,50,No,No phone service,DSL,No,Yes,No,No,Yes,No,One year,No,Electronic check,56.5,2818.83,No
CUST-10282,Female,0,No,No,42,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,772.97,No
CUST-10283,Male,0,No,Yes,60,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,88.26,5314.75,No
CUST-10284,Male,0,No,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),87.97,5561.78,No
CUST-10285,Female,1,No,No,57,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Electronic check,62.57,3562.9,No
CUST-10286,Male,0,Yes,No,42,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),77.27,3246.77,Yes
CUST-10287,Female,0,No,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,24.07,1691.64,No
CUST-10288,Female,1,Yes,No,40,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),57.45,2316.0,No
CUST-10289,Male,0,No,Yes,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.71,848.83,No
CUST-10290,Female,0,No,No,13,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Mailed check,65.27,808.58,No
CUST-10291,Male,0,Yes,No,23,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,69.38,1586.92,No
CUST-10292,Female,0,Yes,Yes,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),24.38,1591.96,No
CUST-10293,Male,0,No,No,36,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,66.78,2349.94,Yes
CUST-10294,Female,1,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.12,695.97,Yes
CUST-10295,Female,0,Yes,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,21.34,1274.71,No
CUST-10296,Female,0,Yes,Yes,23,No,No phone service,DSL,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),48.04,1113.19,Yes
CUST-10297,Male,0,Yes,No,19,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,No,Electronic check,62.7,1199.54,No
CUST-10298,Male,0,No,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,21.55,28.51,Yes
CUST-10299,Male,0,No,Yes,16,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),56.44,891.46,No
CUST-10300,Male,0,Yes,Yes,37,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Mailed check,79.86,2931.91,Yes
CUST-10301,Female,0,Yes,No,52,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,No,Electronic check,50.95,2659.28,No
CUST-10302,Male,0,Yes,No,24,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Electronic check,49.86,1203.78,No
CUST-10303,Female,0,Yes,No,32,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),72.77,2303.32,No
CUST-10304,Female,0,No,Yes,16,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),96.19,1535.52,No
CUST-10305,Male,0,No,No,59,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),92.76,5483.61,No
CUST-10306,Male,0,Yes,No,38,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),75.36,2869.18,No
CUST-10307,Female,0,No,No,10,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),44.77,462.34,No
CUST-10308,Male,0,Yes,No,44,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,78.79,3453.32,No
CUST-10309,Male,0,No,Yes,24,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),65.68,1547.95,No
CUST-10310,Female,0,No,Yes,63,No,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,39.37,2462.04,No
CUST-10311,Female,0,No,No,19,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),47.2,914.09,No
CUST-10312,Male,0,No,No,63,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,68.72,4350.07,No
CUST-10313,Male,0,No,Yes,50,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),67.58,3375.65,No
CUST-10314,Male,0,Yes,No,9,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),60.43,574.12,No
CUST-10315,Female,0,Yes,No,55,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),79.05,4344.51,Yes
CUST-10316,Female,0,Yes,No,52,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),50.42,2611.59,No
CUST-10317,Female,0,No,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),26.46,844.96,No
CUST-10318,Female,0,No,No,11,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Mailed check,73.25,804.24,No
CUST-10319,Female,0,No,No,34,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,56.46,1940.85,Yes
CUST-10320,Male,1,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.08,908.89,No
